"agency","Year","Amount","Expenditure","country"
"UNEP","2018","44104.92","44,105","Nigeria"
"ILO","2018","43257","43,257","Kiribati"
"UN","2018","43102.17","43,102","Malaysia"
"UNOPS","2018","42572.6607","42,573","Gabon"
"UNEP","2018","42221.91","42,222","Nicaragua"
"ILO","2018","42012","42,012","Bulgaria"
"FAO","2018","41562.63","41,563","Palau"
"UNIDO","2018","41529.0432","41,529","Qatar"
"PAHO","2018","41276","41,276","Montserrat"
"UNWTO","2018","41095.89041","41,096","Hungary"
"ITU","2018","41061.80344","41,062","Kenya"
"PAHO","2018","41012","41,012","Turks and Caicos Islands (the)"
"UN","2018","40919.58","40,920","Belize"
"IOM","2018","40576","40,576","Benin"
"UNEP","2018","40385.42","40,385","Vanuatu"
"UN","2018","40293.46","40,293","Albania"
"UNOPS","2018","40024.39562","40,024","Côte d'Ivoire"
"WHO","2018","39698","39,698","Qatar"
"ILO","2018","39678","39,678","Cayman Islands (the)"
"UNOPS","2018","39662.26125","39,662","Lesotho"
"UNEP","2018","39270","39,270","Belize"
"UN","2018","38558.74","38,559","Saint Pierre and Miquelon"
"WMO","2018","38125.63323","38,126","Mauritania"
"ILO","2018","38122","38,122","Belgium"
"ICAO","2018","38088.88645","38,089","Spain"
"WMO","2018","37793.31307","37,793","Sweden"
"PAHO","2018","37074","37,074","Bonaire, Sint Eustatius and Saba"
"WHO","2018","36149","36,149","United Arab Emirates (the)"
"UNIDO","2018","35900.95321","35,901","Comoros (the)"
"UPU","2018","35685.91692","35,686","Mali"
"WMO","2018","35440.72948","35,441","Fiji"
"WFP","2018","35000","35,000","Chile"
"IOM","2018","34999","34,999","Congo (the)"
"ILO","2018","34822","34,822","Saint Lucia"
"WMO","2018","34632.21884","34,632","Iceland"
"UNEP","2018","34461.79","34,462","Colombia"
"ILO","2018","34382","34,382","Cuba"
"UNEP","2018","33996.4","33,996","Turkmenistan"
"UNWTO","2018","33904.8516","33,905","Mexico"
"UNIDO","2018","33862.87756","33,863","Paraguay"
"UNOPS","2018","33853.09551","33,853","Samoa"
"ICAO","2018","33837.96337","33,838","Lesotho"
"UNEP","2018","33700","33,700","Azerbaijan"
"UNIDO","2018","33430.6964","33,431","Angola"
"UNOPS","2018","32933.26718","32,933","Mozambique"
"UNIDO","2018","32477.06645","32,477","El Salvador"
"WHO","2018","32463","32,463","Tokelau"
"UNWTO","2018","32336.46119","32,336","Egypt"
"UNHABITAT","2018","31996.21","31,996","Senegal"
"UNIDO","2018","31957.35084","31,957","Kazakhstan"
"UNEP","2018","31696.5","31,697","Jordan"
"WHO","2018","31221","31,221","Bahrain"
"WHO","2018","31059","31,059","Palau"
"ILO","2018","30290","30,290","Tuvalu"
"UNEP","2018","30079.32","30,079","Botswana"
"UNEP","2018","30000","30,000","Saint Vincent and the Grenadines"
"WMO","2018","29961.49949","29,961","Philippines (the)"
"UNEP","2018","29707.16","29,707","Bolivia (Plurinational State of)"
"ILO","2018","29564","29,564","Korea (the Republic of)"
"UNIDO","2018","29269.60234","29,270","Panama"
"WMO","2018","29050.65856","29,051","Eswatini"
"ILO","2018","28786","28,786","Djibouti"
"FAO","2018","28640.71","28,641","Tuvalu"
"UN","2018","28149.24","28,149","Ghana"
"ICAO","2018","27716.75458","27,717","Nigeria"
"UPU","2018","27628.16616","27,628","Afghanistan"
"UNWTO","2018","27603.12785","27,603","Jordan"
"UNOPS","2018","26936.91699","26,937","Venezuela (Bolivarian Republic of)"
"UN","2018","26464.45","26,464","Viet Nam"
"UN","2018","26370.32","26,370","Gambia (the)"
"UN","2018","26250","26,250","Korea (the Democratic People's Republic of)"
"UNWTO","2018","26201.40411","26,201","Turkey"
"UNOPS","2018","26182.71196","26,183","Kyrgyzstan"
"UN","2018","25892.02","25,892","Mozambique"
"UNEP","2018","25740","25,740","Algeria"
"UNWTO","2018","25452.1347","25,452","Nigeria"
"WHO","2018","25437","25,437","Tuvalu"
"IOM","2018","25000","25,000","New Zealand"
"WMO","2018","24750.75988","24,751","Brazil"
"UPU","2018","24735.56231","24,736","Timor-Leste"
"UNHABITAT","2018","24517.36","24,517","Solomon Islands"
"UNIDO","2018","24495.47548","24,495","Korea (the Democratic People's Republic of)"
"UNOPS","2018","24390.26754","24,390","Bhutan"
"WMO","2018","24292.80648","24,293","Turkey"
"UNEP","2018","23500","23,500","Oman"
"UNEP","2018","23466.68","23,467","Saint Kitts and Nevis"
"UNOPS","2018","23460.34139","23,460","Belarus"
"UNEP","2018","22988.7","22,989","Morocco"
"UNOPS","2018","22745.30973","22,745","Azerbaijan"
"ILO","2018","22562","22,562","Virgin Islands (British)"
"ILO","2018","22562","22,562","Slovenia"
"UNWTO","2018","22527.39726","22,527","Korea (the Republic of)"
"UN","2018","22394.25","22,394","Sao Tome and Principe"
"UN","2018","22362.03","22,362","Portugal"
"WHO","2018","22323","22,323","Malta"
"WHO","2018","22294","22,294","French Polynesia"
"UNOPS","2018","22116.02937","22,116","Germany"
"UNIDO","2018","22100.41102","22,100","Togo"
"WMO","2018","21667.67984","21,668","Bolivia (Plurinational State of)"
"UNOPS","2018","21634.51662","21,635","Viet Nam"
"WMO","2018","21424.51874","21,425","Niger (the)"
"UNAIDS","2018","21356","21,356","Honduras"
"FAO","2018","21332.95","21,333","Saint Kitts and Nevis"
"UNOPS","2018","21299.93074","21,300","Japan"
"UNCDF","2018","21000","21,000","Rwanda"
"WMO","2018","20786.22087","20,786","Guatemala"
"UNOPS","2018","20568.8999","20,569","Mongolia"
"ICAO","2018","20188.46154","20,188","Bahamas (the)"
"WMO","2018","20175.27862","20,175","Colombia"
"WMO","2018","20036.47416","20,036","New Caledonia"
"WHO","2018","20025","20,025","Kuwait"
"UNWTO","2018","19984.01826","19,984","Senegal"
"ICAO","2018","19669.8022","19,670","Haiti"
"UNWTO","2018","19406.39269","19,406","Bulgaria"
"WMO","2018","19139.81763","19,140","Ecuador"
"UNIDO","2018","18905.80735","18,906","Botswana"
"ILO","2018","18672","18,672","Macao"
"ICAO","2018","18655.72894","18,656","Bangladesh"
"UNOPS","2018","18427.77906","18,428","Congo (the)"
"UN","2018","18415.809999999998","18,416","Lao People's Democratic Republic (the)"
"UN","2018","17968.22","17,968","Germany"
"WMO","2018","17612.96859","17,613","Thailand"
"WMO","2018","17567.37589","17,567","Canada"
"ICAO","2018","17407.37729","17,407","Thailand"
"UNOPS","2018","17288.12101","17,288","Malaysia"
"UNAIDS","2018","17227","17,227","Yemen"
"WMO","2018","17145.89666","17,146","New Zealand"
"UNOPS","2018","17109.42982","17,109","Dominican Republic (the)"
"UNOPS","2018","17062.06647","17,062","Tajikistan"
"UNIDO","2018","17057.50848","17,058","Bhutan"
"WMO","2018","17052.6849","17,053","Monaco"
"UNWTO","2018","16941.78082","16,942","Fiji"
"IOM","2018","16827","16,827","Togo"
"UNWTO","2018","16651.35845","16,651","Algeria"
"UN","2018","16635.87","16,636","Czechia"
"UNOPS","2018","16381.57537","16,382","Micronesia (Federated States of)"
"UNWTO","2018","16095.89041","16,096","Czechia"
"UNIDO","2018","16037.82274","16,038","Uzbekistan"
"UNAIDS","2018","15998","15,998","Saint Lucia"
"ICAO","2018","15970.88645","15,971","Cyprus"
"WMO","2018","15898.68288","15,899","South Africa"
"WMO","2018","15888.55117","15,889","Jamaica"
"WMO","2018","15706.18034","15,706","Malaysia"
"WHO","2018","15702","15,702","American Samoa"
"UNOPS","2018","15639.47175","15,639","Seychelles"
"WMO","2018","15633.23202","15,633","Belarus"
"UPU","2018","15592.70517","15,593","Lao People's Democratic Republic (the)"
"UNEP","2018","15466.63","15,467","Chile"
"UNOPS","2018","15412.38089","15,412","Barbados"
"UNWTO","2018","15125.57078","15,126","Ghana"
"UN","2018","15000","15,000","Singapore"
"FAO","2018","14965.69","14,966","Niue"
"WMO","2018","14889.56434","14,890","Italy"
"WMO","2018","14854.10334","14,854","Egypt"
"ILO","2018","14782","14,782","Dominica"
"UNWTO","2018","14671.5411","14,672","Congo (the Democratic Republic of the)"
"UPU","2018","14517.7305","14,518","Kiribati"
"UNOPS","2018","14269.97714","14,270","Cameroon"
"WMO","2018","14256.33232","14,256","Finland"
"UPU","2018","13878.41945","13,878","Haiti"
"ILO","2018","13560","13,560","Cyprus"
"WHO","2018","13462","13,462","Singapore"
"WHO","2018","13328","13,328","Nauru"
"UNWTO","2018","13101.97489","13,102","Guinea-Bissau"
"UNWTO","2018","12852.59132","12,853","Uzbekistan"
"UNAIDS","2018","12634","12,634","Colombia"
"ILO","2018","12448","12,448","Canada"
"UNWTO","2018","12031.96347","12,032","Macedonia (the former Yugoslav Republic of)"
"UN","2018","11861.87","11,862","Maldives"
"UNOPS","2018","11801.15489","11,801","Zambia"
"UNOPS","2018","11801.15489","11,801","Rwanda"
"ICAO","2018","11538.66667","11,539","Solomon Islands"
"WMO","2018","11537.99392","11,538","Belgium"
"UNWTO","2018","11478.83562","11,479","Aruba"
"WHO","2018","11468","11,468","Portugal"
"UNOPS","2018","11198.68063","11,199","Sweden"
"UNWTO","2018","10922.95662","10,923","Guinea"
"FAO","2018","10827.15","10,827","Antigua and Barbuda"
"UN","2018","10679.130000000001","10,679","Korea (the Republic of)"
"UPU","2018","10503.5461","10,504","Solomon Islands"
"ICAO","2018","10403.45788","10,403","Rwanda"
"WMO","2018","10389.05775","10,389","Bhutan"
"UNOPS","2018","10376.58352","10,377","Comoros (the)"
"UNWTO","2018","10312.93379","10,313","Paraguay"
"UPU","2018","10268.49037","10,268","Malawi"
"WMO","2018","10131.71226","10,132","Rwanda"
"UNIDO","2018","9974.150006","9,974","Grenada"
"UNOPS","2018","9932.340817","9,932","Djibouti"
"UN","2018","9930.29","9,930","Djibouti"
"UNOPS","2018","9919.812663","9,920","Marshall Islands (the)"
"UNAIDS","2018","9750","9,750","Nicaragua"
"ICAO","2018","9575.765568","9,576","Trinidad and Tobago"
"UNAIDS","2018","9500","9,500","Uruguay"
"UNOPS","2018","9440.923909","9,441","Namibia"
"UNEP","2018","9241","9,241","Niue"
"UNAIDS","2018","9000","9,000","Belize"
"UNWTO","2018","8864.783105","8,865","Kazakhstan"
"UNOPS","2018","8739.286201","8,739","Saint Kitts and Nevis"
"UNOPS","2018","8727.570654","8,728","Turkmenistan"
"UPU","2018","8649.442756","8,649","Vanuatu"
"ICAO","2018","8572.688645","8,573","Tunisia"
"UNOPS","2018","8466.257176","8,466","Suriname"
"UNWTO","2018","8392.385845","8,392","Honduras"
"UNEP","2018","8384","8,384","Sri Lanka"
"UNOPS","2018","8271.827403","8,272","Vanuatu"
"WMO","2018","8251.266464","8,251","Morocco"
"UNOPS","2018","7999.457339","7,999","Niue"
"UNOPS","2018","7863.156177","7,863","Kiribati"
"UPU","2018","7861.195542","7,861","Cambodia"
"WMO","2018","7606.889564","7,607","Armenia"
"UNAIDS","2018","7603","7,603","Trinidad and Tobago"
"UPU","2018","7499.493414","7,499","Burundi"
"ILO","2018","7424","7,424","Croatia"
"UNOPS","2018","7080.692932","7,081","Malawi"
"ICAO","2018","6761.509158","6,762","Colombia"
"WMO","2018","6657.548126","6,658","Slovakia"
"ILO","2018","6560","6,560","Turkmenistan"
"UPU","2018","6467.071935","6,467","Benin"
"UPU","2018","6338.399189","6,338","Bangladesh"
"UNWTO","2018","6173.378995","6,173","United Arab Emirates (the)"
"UPU","2018","6142.857143","6,143","Guinea"
"UNAIDS","2018","6000","6,000","Bolivia (Plurinational State of)"
"FAO","2018","5990.35","5,990","Nauru"
"UNWTO","2018","5930.365297","5,930","Moldova (the Republic of)"
"UN","2018","5799.07","5,799","Costa Rica"
"UNOPS","2018","5644.17145","5,644","Bahamas (the)"
"UNOPS","2018","5622.693292","5,623","Greece"
"UN","2018","5552","5,552","Namibia"
"UN","2018","5512.04","5,512","Suriname"
"UNHABITAT","2018","5365.91","5,366","Jordan"
"UNOPS","2018","5332.97156","5,333","Timor-Leste"
"UN","2018","5326.27","5,326","France"
"UPU","2018","5127.659574","5,128","Mauritania"
"UNHCR","2018","5102.55","5,103","Kuwait"
"UNWTO","2018","5022.83105","5,023","Gambia (the)"
"ILO","2018","5000","5,000","Israel"
"UNEP","2018","4966.72","4,967","Tuvalu"
"UPU","2018","4954.407295","4,954","Burkina Faso"
"UNWTO","2018","4908.675799","4,909","Andorra"
"UPU","2018","4893.617021","4,894","Myanmar"
"FAO","2018","4893.86","4,894","Macedonia (the former Yugoslav Republic of)"
"UNAIDS","2018","4558","4,558","Mexico"
"UPU","2018","4529.888551","4,530","Uganda"
"UNAIDS","2018","4480","4,480","Ecuador"
"UN","2018","4454.47","4,454","Montserrat"
"ICAO","2018","4153.846154","4,154","Niger (the)"
"FAO","2018","3776.74","3,777","Belarus"
"FAO","2018","3620.52","3,621","Serbia"
"UNOPS","2018","3555.314373","3,555","Solomon Islands"
"UNCDF","2018","3250.59","3,251","Togo"
"UNOPS","2018","3110.900076","3,111","Nauru"
"UNOPS","2018","3071.296511","3,071","Mauritania"
"UNOPS","2018","3029.723286","3,030","Tuvalu"
"UNOPS","2018","2811.346646","2,811","Netherlands (the)"
"UNWTO","2018","2675","2,675","Haiti"
"UNOPS","2018","2644.649727","2,645","Uzbekistan"
"UNOPS","2018","2409.942498","2,410","Bahrain"
"UNDP","2018","2373","2,373","Romania"
"ILO","2018","2334","2,334","Hong Kong"
"WHO","2018","2100","2,100","Guam"
"ICAO","2018","2072.29304","2,072","Comoros (the)"
"UNWTO","2018","1997.990868","1,998","Oman"
"UPU","2018","1917.933131","1,918","Nepal"
"UNCDF","2018","1760.02","1,760","Sierra Leone"
"UN","2018","1712.71","1,713","Eswatini"
"UPU","2018","1685.91692","1,686","Central African Republic (the)"
"UNIDO","2018","1617.02259","1,617","Haiti"
"UNAIDS","2018","1560","1,560","Suriname"
"ICAO","2018","1495.985348","1,496","Philippines (the)"
"UN","2018","1462.29","1,462","Kiribati"
"UNHABITAT","2018","1439.03","1,439","Malawi"
"UPU","2018","1437.68997","1,438","Chad"
"UNAIDS","2018","1213","1,213","Costa Rica"
"UNOPS","2018","1208.01163","1,208","United Arab Emirates (the)"
"UPU","2018","1132.725431","1,133","Niger (the)"
"UPU","2018","1103.343465","1,103","Congo (the Democratic Republic of the)"
"UN","2018","1088.41","1,088","Denmark"
"UNHABITAT","2018","1075","1,075","Tanzania, United Republic of"
"UNAIDS","2018","1000","1,000","Chile"
"UNHABITAT","2018","983.33","983","Morocco"
"IOM","2018","926","926","Gabon"
"UN","2018","637.84","638","Congo (the)"
"UNHABITAT","2018","606.6","607","Timor-Leste"
"UNOPS","2018","562.7481365","563","Guyana"
"UNWOMEN","2018","558.99","559","Syrian Arab Republic"
"ICAO","2018","505.2747253","505","Equatorial Guinea"
"UNWTO","2018","491.803653","492","Myanmar"
"UN","2018","424.25","424","Dominica"
"WHO","2018","400","400","Northern Mariana Islands (the)"
"UNIDO","2018","328.2866212","328","Seychelles"
"UNEP","2018","316.7","317","Lebanon"
"UNAIDS","2018","272","272","Russian Federation (the)"
"UNAIDS","2018","201","201","Panama"
"UNIDO","2018","170.2742864","170","Bahamas (the)"
"UNIDO","2018","169.9341266","170","Central African Republic (the)"
"UNWOMEN","2018","113.33","113","Slovakia"
"UNDP","2018","113","113","Poland"
"UNAIDS","2018","108","108","Albania"
"ICAO","2018","94.15384615","94","Nepal"
"UNWTO","2018","83.07077626","83","Indonesia"
"ICAO","2018","72.67399267","73","Timor-Leste"
"ICAO","2018","60.6959707","61","Korea (the Republic of)"
"ICAO","2018","47.3992674","47","Pakistan"
"ICAO","2018","23.6996337","24","Jordan"
"ICAO","2018","20.06593407","20","Iran (Islamic Republic of)"
"ICAO","2018","18.27838828","18","Belgium"
"ICAO","2018","18.60805861","19","Fiji"
"ICAO","2018","15.08424908","15","Dominican Republic (the)"
"ICAO","2018","9.128205128","9","Qatar"
"UPU","2018","5.06585613","5","Sudan (the)"
"ICAO","2018","4.967032967","5","Venezuela (Bolivarian Republic of)"
"UNEP","2018","0","0","Equatorial Guinea"
"UNEP","2018","0","0","Tunisia"
"UNEP","2018","0","0","Thailand"
"UNEP","2018","0","0","Macedonia (the former Yugoslav Republic of)"
"UN","2018","-0.03","-0","Tajikistan"
"UNEP","2018","-0.29","-0","Georgia"
"UN","2018","0","0","New Zealand"
"ICAO","2018","-1.347985348","-1","Mongolia"
"UN","2018","-6.91","-7","Tonga"
"UNEP","2018","-20.8","-21","Armenia"
"WHO","2018","-121","-121","Brunei Darussalam"
"ICAO","2018","-124.6007326","-125","Guatemala"
"UN","2018","-337.05","-337","Kosovo"
"ICAO","2018","-338.1611722","-338","India"
"UN","2018","-837.85","-838","Botswana"
"ICAO","2018","-1316.461538","-1,316","Cambodia"
"UN","2018","-1605.02","-1,605","Montenegro"
"UN","2018","-2213.85","-2,214","Saint Kitts and Nevis"
"UN","2018","-2264.41","-2,264","Ireland"
"UN","2018","-5063.169999999998","-5,063","Solomon Islands"
"FAO","2018","-5575.49","-5,575","Cook Islands (the)"
"FAO","2018","-7838.82","-7,839","Saint Lucia"
"UNHABITAT","2018","-8358.07","-8,358","Liberia"
"UNIDO","2018","-10448.57576","-10,449","Hungary"
"UNDP","2018","-11849","-11,849","Croatia"
"UN","2018","-18000","-18,000","Saint Vincent and the Grenadines"
"UN","2018","-27053.19","-27,053","Western Sahara"
"UNHABITAT","2018","-75000","-75,000","Peru"
"WFP","2018","-75211.16","-75,211","Morocco"
"UNOPS","2018","-222052.3868","-222,052","Moldova (the Republic of)"
"UNIDO","2018","-742132.1029","-742,132","Saudi Arabia"
"UN","2018","-1052500","-1,052,500","United Kingdom of Great Britain and Northern Ireland (the)"
